Name,Storage_details,Screen_size,Camera_details,Battery_details,Processor,Price in Rupees
"Asus Zenfone 5 (Gold, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 2MP Front Camera,2110 mAh Lithium Battery,Intel Atom Z2560 Processor with Intel Hyper Threading Technology Processor,"13,999"
"Asus Zenfone 5 (Black, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 2MP Front Camera,2110 mAh Lithium Battery,Intel Atom Z2560 Processor with Intel Hyper Threading Technology Processor,"13,999"
"Asus Zenfone 5 (Red, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 2MP Front Camera,2110 mAh Lithium Battery,Intel Atom Z2560 Processor with Intel Hyper Threading Technology Processor,"10,499"
"Asus Zenfone 5 (White, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 2MP Front Camera,2110 mAh Lithium Battery,Intel Atom Z2560 Processor with Intel Hyper Threading Technology Processor,"10,499"
"Asus Zenfone 4 (Black, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 64 GB,10.16 cm (4 inch) WVGA Display,5MP Rear Camera | 0.3MP Front Camera,1600 mAh Lithium Battery,Intel Atom Z2520 Processor with Intel Hyper Threading Technology Processor,"6,090"
"Asus Zenfone 4 (Red, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 64 GB,10.16 cm (4 inch) WVGA Display,5MP Rear Camera | 0.3MP Front Camera,1600 mAh Lithium Battery,Intel Atom Z2520 Processor with Intel Hyper Threading Technology Processor,"6,499"
"Asus Zenfone 4 (Blue, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 64 GB,10.16 cm (4 inch) WVGA Display,5MP Rear Camera | 0.3MP Front Camera,1600 mAh Lithium Battery,Intel Atom Z2520 Processor with Intel Hyper Threading Technology Processor,"6,499"
"Asus Zenfone 5 A501CG (Red, 8 GB)",2 GB RAM | 8 GB ROM | Expandable Upto 64 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 2MP Front Camera,2110 mAh Lithium Battery,Intel Atom Z2560 Processor with Intel Hyper Threading Technology Processor,"10,499"
"Infinix S5 Lite (Quetzal Cyan, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.76 cm (6.6 inch) HD+ Display,16MP + 2MP + Low Light Sensor | 16MP Front Camera,4000 mAh Li-ion Polymer Battery,Helio P22 (MTK6762) Processor,"7,999"
"Infinix S5 Lite (Violet, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.76 cm (6.6 inch) HD+ Display,16MP + 2MP + Low Light Sensor | 16MP Front Camera,4000 mAh Li-ion Polymer Battery,Helio P22 (MTK6762) Processor,"7,999"
"Infinix S5 Lite (Midnight Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.76 cm (6.6 inch) HD+ Display,16MP + 2MP + Low Light Sensor | 16MP Front Camera,4000 mAh Li-ion Polymer Battery,Helio P22 (MTK6762) Processor,"7,999"
"Infinix S5 (Violet, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.76 cm (6.6 inch) HD+ Display,16MP + 5MP + 2MP + Low Light Sensor | 32MP Front Camera,4000 mAh Li-ion Polymer Battery,Helio P22 (MTK6762) Processor,"8,999"
"Infinix Hot 8 (Cosmic Purple, 64 GB)",4 GB RAM | 64 GB ROM |,16.56 cm (6.52 inch) HD+ Display,13MP + 2MP + Low Light Sensor | 8MP Front Camera,5000 mAh Li-ion Polymer Battery,Helio P22 (MTK6762) Processor,"6,999"
"Infinix Hot 8 (Quetzal Cyan, 64 GB)",4 GB RAM | 64 GB ROM |,16.56 cm (6.52 inch) HD+ Display,13MP + 2MP + Low Light Sensor | 8MP Front Camera,5000 mAh Li-ion Polymer Battery,Helio P22 (MTK6762) Processor,"6,999"
"Infinix Hot 8 (Shark Grey, 64 GB)",4 GB RAM | 64 GB ROM |,16.56 cm (6.52 inch) HD+ Display,13MP + 2MP + Low Light Sensor | 8MP Front Camera,5000 mAh Li-ion Polymer Battery,Helio P22 (MTK6762) Processor,"6,999"
"Infinix S4 (Twilight Purple, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.77 cm (6.21 inch) HD+ Display,13MP + 2MP + 8MP | 32MP Front Camera,4000 mAh Li-ion Polymer Battery,Helio P22 (MTK6762) Processor,"8,999"
"Infinix S4 (Nebula Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.77 cm (6.21 inch) HD+ Display,13MP + 2MP + 8MP | 32MP Front Camera,4000 mAh Li-ion Polymer Battery,Helio P22 (MTK6762) Processor,"8,999"
"Infinix S4 (Space Gray, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.77 cm (6.21 inch) HD+ Display,13MP + 2MP Depth Sensor + 8MP Wide Angle sensor | 32MP Front Camera,4000 mAh Battery,2.0 GHz Helio P22 64-bit Octa Core Processor,"7,999"
"Infinix S4 (Nebula Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.77 cm (6.21 inch) HD+ Display,13MP + 2MP Depth Sensor + 8MP Wide Angle sensor | 32MP Front Camera,4000 mAh Battery,2.0 GHz Helio P22 64-bit Octa Core Processor,"7,999"
"Infinix Smart 3 Plus (Mocha Brown, 32 GB)",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.77 cm (6.21 inch) HD+ Display,13MP + 2MP + Low Light Sensor | 8MP Front Camera,3500 mAh Li-ion Polymer Battery,MediaTek A22 Quad Core 2.0 GHz Processor,"5,999"
"Infinix Smart 3 Plus (Sapphire Cyan, 32 GB)",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.77 cm (6.21 inch) HD+ Display,13MP + 2MP + Low Light Sensor | 8MP Front Camera,3500 mAh Li-ion Polymer Battery,MediaTek A22 Quad Core 2.0GHz Processor,"5,999"
"Infinix Smart 3 Plus (Midnight Black, 32 GB)",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.77 cm (6.21 inch) HD+ Display,13MP + 2MP + Low Light Sensor | 8MP Front Camera,3500 mAh Li-ion Polymer Battery,MediaTek A22 Quad Core 2.0GHz Processor,"5,999"
"Infinix Note 5 Stylus (Bordeaux Red, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.06 cm (5.93 inch) Full HD+ Display,16MP Rear Camera | 16MP Front Camera,4000 mAh Li-ion Polymer Battery,Mediatek Helio P23 Octa-core Processor,"16,999"
"Infinix Note 5 Stylus (Charcoal Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.06 cm (5.93 inch) Full HD+ Display,16MP Rear Camera | 16MP Front Camera,4000 mAh Li-ion Polymer Battery,Mediatek Helio P23 Octa-core Processor,"16,999"
"Infinix Note 5 (Berlin Gray, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) Full HD+ Display,12MP Rear Camera | 16MP Front Camera,4500 mAh Li-ion Polymer Battery,Mediatek helio P23 Octa core Processor,"6,999"
"Infinix Note 5 (Milan Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) Full HD+ Display,12MP Rear Camera | 16MP Front Camera,4500 mAh Li-ion Polymer Battery,Mediatek helio P23 Octa core Processor,"8,999"
"Infinix Note 5 (Milan Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) Full HD+ Display,12MP Rear Camera | 16MP Front Camera,4500 mAh Li-ion Polymer Battery,Mediatek helio P23 Octa core Processor,"6,999"
"Infinix Note 5 (Berlin Gray, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) Full HD+ Display,12MP Rear Camera | 16MP Front Camera,4500 mAh Li-ion Polymer Battery,Mediatek helio P23 Octa core Processor,"8,999"
"Infinix Smart 2 (Serene Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.84 cm (5.45 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,3050 mAh Li-ion Polymer Battery,MTK6739 64 bit Quad Core Processor,"4,499"
"Infinix Smart 2 (Sandstone Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.84 cm (5.45 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,3050 mAh Li-ion Polymer Battery,MTK6739 64 bit Quad Core Processor,"4,499"
"Infinix S5 (Quetzal Cyan, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.76 cm (6.6 inch) HD+ Display,16MP + 5MP + 2MP + Low Light Sensor | 32MP Front Camera,4000 mAh Li-ion Polymer Battery,Helio P22 (MTK6762) Processor,"8,999"
"Infinix S4 (Space Gray, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.77 cm (6.21 inch) HD+ Display,13MP + 2MP + 8MP | 32MP Front Camera,4000 mAh Li-ion Polymer Battery,Helio P22 (MTK6762) Processor,"8,999"
"Infinix Smart 2 (Bordeaux Red, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.84 cm (5.45 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,3050 mAh Li-ion Polymer Battery,MTK6739 64 bit Quad Core Processor,"4,499"
"Infinix Smart 2 (Serene Gold, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.84 cm (5.45 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,3050 mAh Li-ion Polymer Battery,MTK6739 64 bit Quad Core Processor,"3,999"
"Infinix HOT 6 Pro (Bordeaux Red, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 425 Quad Core Processor,"8,999"
"Infinix HOT 6 Pro (Magic Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 425 Quad Core Processor,"8,999"
"Infinix HOT 6 Pro (Sandstone Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 425 Quad Core Processor,"8,999"
"Infinix HOT 6 Pro (City Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 425 Quad Core Processor,"8,999"
"Infinix Hot S3 (Topaz Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"11,999"
"Infinix Hot S3 (Bordeaux Red, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"9,999"
"Infinix Hot S3 (Topaz Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"9,999"
"Infinix Hot S3 (Sandstone Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"9,999"
"Infinix Hot S3 (Blush Gold, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"11,999"
"Infinix Hot S3 (Blush Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"9,999"
"Infinix Hot S3 (Sandstone Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"11,999"
"Infinix Zero 5 Pro (Bronze Gold Black, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 128 GB,15.19 cm (5.98 inch) Full HD Display,12MP + 13MP | 16MP Front Camera,4350 mAh Battery,Mediatek Helio P25 MT6757 Octa Core 2.6 GHz Processor,"19,999"
"Infinix Zero 5 (Bordeaux Red, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.19 cm (5.98 inch) Full HD Display,12MP + 13MP | 16MP Front Camera,4350 mAh Battery,Mediatek Helio P25 MT6757 Octa Core 2.6 GHz Processor,"17,999"
"Infinix Zero 5 (Sandstone Black, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.19 cm (5.98 inch) Full HD Display,12MP + 13MP | 16MP Front Camera,4350 mAh Battery,Mediatek Helio P25 MT6757 Octa Core 2.6 GHz Processor,"17,999"
"Infinix Zero 5 (Champagne Gold, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.19 cm (5.98 inch) Full HD Display,12MP + 13MP | 16MP Front Camera,4350 mAh Battery,Mediatek Helio P25 MT6757 Octa Core 2.6 GHz Processor,"17,999"
"Infinix Note 4 (Ice Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.48 cm (5.7 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,4300 mAh Li-polymer Battery,Mediatek MT6753 Octa Core 1.3 Ghz Processor,"8,999"
"Infinix Note 4 (Champagne Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.48 cm (5.7 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,4300 mAh Li-polymer Battery,Mediatek MT6753 Octa Core 1.3 Ghz Processor,"8,999"
"Infinix Note 4 (Milan Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.48 cm (5.7 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,4300 mAh Li-polymer Battery,Mediatek MT6753 Octa Core 1.3 Ghz Processor,"8,999"
"Infinix Hot 4 Pro (Bordeaux Red, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,4000 mAh Battery,Mediatek MT6737 Quad Core 1.3GHz Processor,"7,499"
"Infinix Hot 4 Pro (Magic Gold, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,4000 mAh Battery,Mediatek MT6737 Quad Core 1.3GHz Processor,"7,499"
"Infinix Hot 4 Pro (Quartz Black, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,4000 mAh Battery,Mediatek MT6737 Quad Core 1.3GHz Processor,"7,499"
"Infinix Smart 2 (Bordeaux Red, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.84 cm (5.45 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,3050 mAh Li-ion Polymer Battery,MTK6739 64 bit Quad Core Processor,"4,499"
"Infinix Smart 2 (Serene Gold, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.84 cm (5.45 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,3050 mAh Li-ion Polymer Battery,MTK6739 64 bit Quad Core Processor,"3,999"
"Infinix HOT 6 Pro (Bordeaux Red, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 425 Quad Core Processor,"8,999"
"Infinix HOT 6 Pro (Magic Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 425 Quad Core Processor,"8,999"
"Infinix HOT 6 Pro (Sandstone Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 425 Quad Core Processor,"8,999"
"Infinix HOT 6 Pro (City Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 425 Quad Core Processor,"8,999"
"Infinix Hot S3 (Topaz Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"11,999"
"Infinix Hot S3 (Bordeaux Red, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"9,999"
"Infinix Hot S3 (Topaz Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"9,999"
"Infinix Hot S3 (Sandstone Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"9,999"
"Infinix Hot S3 (Blush Gold, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"11,999"
"Infinix Hot S3 (Blush Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"9,999"
"Infinix Hot S3 (Sandstone Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"11,999"
"Infinix Zero 5 Pro (Bronze Gold Black, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 128 GB,15.19 cm (5.98 inch) Full HD Display,12MP + 13MP | 16MP Front Camera,4350 mAh Battery,Mediatek Helio P25 MT6757 Octa Core 2.6 GHz Processor,"19,999"
"Infinix Zero 5 (Bordeaux Red, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.19 cm (5.98 inch) Full HD Display,12MP + 13MP | 16MP Front Camera,4350 mAh Battery,Mediatek Helio P25 MT6757 Octa Core 2.6 GHz Processor,"17,999"
"Infinix Zero 5 (Sandstone Black, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.19 cm (5.98 inch) Full HD Display,12MP + 13MP | 16MP Front Camera,4350 mAh Battery,Mediatek Helio P25 MT6757 Octa Core 2.6 GHz Processor,"17,999"
"Infinix Zero 5 (Champagne Gold, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.19 cm (5.98 inch) Full HD Display,12MP + 13MP | 16MP Front Camera,4350 mAh Battery,Mediatek Helio P25 MT6757 Octa Core 2.6 GHz Processor,"17,999"
"Infinix Note 4 (Ice Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.48 cm (5.7 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,4300 mAh Li-polymer Battery,Mediatek MT6753 Octa Core 1.3 Ghz Processor,"8,999"
"Infinix Note 4 (Champagne Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.48 cm (5.7 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,4300 mAh Li-polymer Battery,Mediatek MT6753 Octa Core 1.3 Ghz Processor,"8,999"
"Infinix Note 4 (Milan Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.48 cm (5.7 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,4300 mAh Li-polymer Battery,Mediatek MT6753 Octa Core 1.3 Ghz Processor,"8,999"
"Infinix Hot 4 Pro (Bordeaux Red, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,4000 mAh Battery,Mediatek MT6737 Quad Core 1.3GHz Processor,"7,499"
"Infinix Hot 4 Pro (Magic Gold, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,4000 mAh Battery,Mediatek MT6737 Quad Core 1.3GHz Processor,"7,499"
"Infinix Hot 4 Pro (Quartz Black, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,4000 mAh Battery,Mediatek MT6737 Quad Core 1.3GHz Processor,"7,499"
"Infinix Smart 2 (Bordeaux Red, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.84 cm (5.45 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,3050 mAh Li-ion Polymer Battery,MTK6739 64 bit Quad Core Processor,"4,499"
"Infinix Smart 2 (Serene Gold, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.84 cm (5.45 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,3050 mAh Li-ion Polymer Battery,MTK6739 64 bit Quad Core Processor,"3,999"
"Infinix HOT 6 Pro (Bordeaux Red, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 425 Quad Core Processor,"8,999"
"Infinix HOT 6 Pro (Magic Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 425 Quad Core Processor,"8,999"
"Infinix HOT 6 Pro (Sandstone Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 425 Quad Core Processor,"8,999"
"Infinix HOT 6 Pro (City Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 425 Quad Core Processor,"8,999"
"Infinix Hot S3 (Topaz Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"11,999"
"Infinix Hot S3 (Bordeaux Red, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"9,999"
"Infinix Hot S3 (Topaz Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"9,999"
"Infinix Hot S3 (Sandstone Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"9,999"
"Infinix Hot S3 (Blush Gold, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"11,999"
"Infinix Hot S3 (Blush Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"9,999"
"Infinix Hot S3 (Sandstone Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,"11,999"
"Infinix Zero 5 Pro (Bronze Gold Black, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 128 GB,15.19 cm (5.98 inch) Full HD Display,12MP + 13MP | 16MP Front Camera,4350 mAh Battery,Mediatek Helio P25 MT6757 Octa Core 2.6 GHz Processor,"19,999"
"Infinix Zero 5 (Bordeaux Red, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.19 cm (5.98 inch) Full HD Display,12MP + 13MP | 16MP Front Camera,4350 mAh Battery,Mediatek Helio P25 MT6757 Octa Core 2.6 GHz Processor,"17,999"
"Infinix Zero 5 (Sandstone Black, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.19 cm (5.98 inch) Full HD Display,12MP + 13MP | 16MP Front Camera,4350 mAh Battery,Mediatek Helio P25 MT6757 Octa Core 2.6 GHz Processor,"17,999"
"Infinix Zero 5 (Champagne Gold, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.19 cm (5.98 inch) Full HD Display,12MP + 13MP | 16MP Front Camera,4350 mAh Battery,Mediatek Helio P25 MT6757 Octa Core 2.6 GHz Processor,"17,999"
